id,image_url,brand,manufacturer,product,product_url,price,resolution,connector_type,rating,standing_screen_display_size,display_technology,display_type,number_of_items,operating_system,mounting_hardware,item_weight,model_year,refresh_rate,power_source,batteries_required,speaker_surround_sound_channel_configuration,country_of_origin,item_model_number,model,product_dimensions,hardware_interface,supported_audio_format,image_aspect_ratio,remote_control_included?,mounting_type,audio_wattage,supports_bluetooth_technology,ram_memory_installed_size,wattage,supported_image_type,graphics_coprocessor,batteries_included,model_name,remote_control_description,tuner_technology,total_usb_ports,viewing_angle,screen_resolution,voltage,audio_output_mode,maximum_operating_distance,batteries,remote_control_type,battery_cell_composition,special_features,memory_storage_capacity,image_contrast_ratio,response_time,media_format,includes_rechargable_battery,image_brightness,real_angle_of_view
19,https://images-eu.ssl-images-amazon.com/images/I/51u17ubZm8L._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,Sony Bravia 189 cm (75 inches) XR Series 4K Ultra HD Smart Full Array LED Google TV XR-75X90K (Black)  ,https://amazon.in/Sony-Bravia-inches-Google-XR-75X90K/dp/B09ZLPPXQ5/ref=sr_1_111?keywords=tv&qid=1660812299&sr=8-111,"2,84,990",3840 x 2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.6 out of 5 stars,75 Inches,LED,4K HDR,1.0,Android,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",34 kg 400 g,2022.0,120 Hz,AC,Yes,Dolby Atmos,India,XR-75X90K,XR-75X90K,167.5 x 7.3 x 96.2 cm; 34.4 Kilograms,"Ethernet, Composite Video, Bluetooth 5","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,30 Watts,Yes,,202 Watts,"TIFF, JPEG",XR Cognitive Processor,Yes,Bravia,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,DVB-T,2.0,178 Degrees,,240 Volts,Surround,6 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Alkaline,"Google TV | Watchlist | Voice Search | Google Play | Chromecast | Aps : Netflix, Amazon Prime Video, Disney+Hotstar, SonyLiv, Zee5, Voot, Hoichoi, & Many More | Additional Features: Apple Airplay | Apple Homekit | Alexa",,,,"AVI, MPEG",No,High Brightness,178 Degrees
20,https://images-eu.ssl-images-amazon.com/images/I/519sokimO0S._SY300_SX300_QL70_ML2_.jpg,Samsung,Samsung India Pvt Ltd,Samsung 214 cm (85 inches) 8K Ultra HD Smart Neo QLED TV QA85QN900AKXXL (Steel)  ,https://amazon.in/Samsung-Smart-QA85QN800AKXXL-Steel-Model/dp/B0928K7LKW/ref=sr_1_112?keywords=tv&qid=1660812299&sr=8-112,"12,82,490",7680 x 4320 Pixels,"Wi-Fi, USB, Ethernet, HDMI",5.0 out of 5 stars,85 Inches,QLED,HDR10+,1.0,Tizen,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control",54 kg 100 g,2021.0,120 Hz,AC,No,Dolby Digital Plus,Vietnam,,,34.4 x 187.7 x 114.5 cm; 54.1 Kilograms,"USB, HDMI","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,80 Watts,Yes,,80 Watts,,,,QA85QN900AKXXL,One Click Amazon Prime Video Button Remote | Bixby | Alexa | Google Assitant,DVB-T2,3.0,178 Degrees,,,,9 Feet,,IR,,"Smart Remote | Remote With Voice Assistant | Far Field Voice Interaction | Tizen | 100% Color Volume | Supported Applications : Netflix, Amazon Prime, Sony Liv, Zee5, Youtube",,,,,,,
21,https://images-eu.ssl-images-amazon.com/images/I/41Qkrr5KusL._SX300_SY300_QL70_ML2_.jpg,EAirtec,eAirtec,eAirtec 81 cm (32 Inches) Cloud Series HD Ready Smart LED TV 32DJSMARTCloud (Black) (2022 Model) | With Voice Command Remote  ,https://amazon.in/eAirtec-Inches-32DJSMARTCloud-Command-Remote/dp/B09P1122WS/ref=sr_1_113?keywords=tv&qid=1660812299&sr=8-113,"9,250",1366768 Pixels,HDMI,3.9 out of 5 stars,32 Inches,LED,LED,1.0,Android,"1 LED TV, 1 Remote Controller, 1 Wall Mount",4 kg,2022.0,60 Hz,Corded Electric,Yes,2.0,India,32DJSMARTCloud,32DJSMARTCloud,73.5 x 8 x 43.7 cm; 4 Kilograms,"USB, HDMI, Headphone",,16:9,Yes,Wall Mount,20 Watts,Yes,1 GB,,,,No,Cloud Series,,,2.0,178 Degrees,1366 x 768 pixels,,,,,,,,8 GB,4000:01,,,,,
22,https://images-eu.ssl-images-amazon.com/images/I/41ewLThAWyL._SX300_SY300_QL70_ML2_.jpg,HYUNDAI,Goldenarch Consumer Electronics Pvt. Ltd.,Hyundai 109 cm (43 inches) Frameless Series 4K Ultra HD Smart LED TV UHDHY43WSR4BYI5 (Black)  ,https://amazon.in/Hyundai-inches-Frameless-Ultra-UHDHY43WSR4BYI5/dp/B09RV62CTD/ref=sr_1_114?keywords=tv&qid=1660812299&sr=8-114,"23,999",3840 x 2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",1.0 out of 5 stars,43 Inches,LED,A+,1.0,WebOS,"1 LED tv, 1 Remote, 1 Manual, 1 Warranty card, 1 Pair of Table Stand, 1 Wall mount kit",6 kg 700 g,2022.0,60 Hz,AC,Yes,Dolby Ultra Surround,India,UHDHY43WSR4BYI5,UHDHY43WSR4BYI5,96.2 x 56.7 x 9 cm; 6.7 Kilograms,"USB, HDMI, Headphone","Mp3_audio, Wma",4:03,Yes,Wall Mount & Table Mount,20 Watts,Yes,1.5 GB,108 Watts,"GIF, JPEG",Mali G31 MP2 700 MHz,Yes,Hyundai 109 cm (43 inches) 4K Ultra HD Smart LED TV UHDHY43WSR4BYI5 (2022 Model) | Powered by WebOS,"One Click Amazon Prime Video Button | One Click Netflix Button | Scroll Wheel on Remote to Scroll up and down and Zoom in-out | Air Mouse | With Voice Control | Universal Control for set-top-box, speakers",PAL,2.0,178 Degrees,3840 x 2160 pixels,130 Volts,Stereo,11 Feet,,"IR, Bluetooth",Zinc Carbon,"Webos | Simplink (Hdmi Cec) | Magic Mobile Connection | Share Control | In-Built Wi-Fi | 1.5 Gb Ram | 8gb Rom | In-Built Apps: Hotstar, Zee5, Sony Liv, Voot, Youtube, Netflix, Prime Video",8 GB,5000:01,8 Milliseconds,"AVI, MPEG",No,Ultra Brightness,178 Degrees
23,https://images-eu.ssl-images-amazon.com/images/I/41MHAc5nKML._SY300_SX300_QL70_ML2_.jpg,CROMA,Veira Electronics Pvt Ltd,Croma 109 cm (43 Inches) 4K Ultra HD Certified Android Smart LED TV CREL043UOA024601 (Black) (2022 Model)  ,https://amazon.in/Croma-Inches-Certified-Android-CREL043UOA024601/dp/B09YR6BMY1/ref=sr_1_115?keywords=tv&qid=1660812299&sr=8-115,"26,990",3840x2160 Pixels,HDMI,4.0 out of 5 stars,43 Inches,LED,LED,1.0,Android,"1 LED TV, 2 Table Top Stand, 1 User Manual, 1 Remote Control, 1 Wall Mount",8 kg 300 g,2022.0,60 Hz,Corded Electric,Yes,2.0,,CREL043UOA024601,CREL043UOA024601,95.7 x 21 x 60 cm; 8.3 Kilograms,"USB, HDMI",,16:9,Yes,Wall Mount and Table Mount,10 Watts,,2 GB,,,,Yes,,,,2.0,178 Degrees,3840 x 2160 pixels,,,,2 AAA batteries required. (included),,Alkaline,,8 GB,1300:01,,,,,
24,https://images-eu.ssl-images-amazon.com/images/I/41nChyPBmmL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",Karbonn 80 cm (32 inches) Millennium Series HD Ready Smart Android LED TV KJK32ASHD (Black)  ,https://amazon.in/Karbonn-inches-Millennium-Android-KJK32ASHD/dp/B0B4KFCBJY/ref=sr_1_116?keywords=tv&qid=1660812299&sr=8-116,"11,990",1366x768 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.3 out of 5 stars,32 Inches,LED,A+,1.0,Android,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",3 kg 900 g,2022.0,60 Hz,AC,Yes,Dolby,India,KJK32ASHD,KJK32ASHD,72 x 6.8 x 42.7 cm; 3.9 Kilograms,,"Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,20 Watts,Yes,1 GB,,"GIF, PNG, JPEG",Mali-G31 MP2/Dual-core,Yes,KJK32ASHD,"One click Prime Video,Netflix,Youtube,Google Play,Google Assistant",PAL SECAM,2.0,178 Degrees,,240 Volts,,9 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Manganese,"Android 11 (Certified by Google) | Google Assistant | Built-in Chromecast | Voice Search Smart Remote | Supported Apps: Prime Video, Netflix, Disney + Hotstar, YouTube, Google Play",8 GB,900:1,8 Milliseconds,"AVI, MPEG",No,High brightness,178 Degrees
25,https://images-eu.ssl-images-amazon.com/images/I/41gz9JZLQpL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A05501107E9CDXMXKF91&url=%2FCoocaa-Frameless-Certified-Android-55Y72%2Fdp%2FB0B45V22TX%2Fref%3Dsr_1_117_sspa%3Fkeywords%3Dtv%26qid%3D1660812299%26sr%3D8-117-spons%26psc%3D1&qualifier=1660812299&id=6433222242917146&widgetName=sp_btf,"39,999",3840x2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",3.6 out of 5 stars,55 Inches,LED,IPS,1.0,Android,"1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",10 kg 200 g,2022.0,60 Hz,AC,Yes,DTS Surround | Dolby Audio,India,55Y72,55Y72,122.5 x 23.3 x 77.6 cm; 10.2 Kilograms,,"Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Top,30 Watts,Yes,2 GB,150 Watts,"GIF, JPEG",Mali-450 GPU,Yes,55Y72,One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,PAL,2.0,178 Degrees,,200 Volts,Surround,15 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Lithium Ion,"Personalised for you | Google Duo Supported | Web Touch Remote | Remote with Voice Assistant | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube",16 GB,4000:1,8 Milliseconds,"AVI, MPEG",No,High Brightness,178 Degrees
26,https://images-eu.ssl-images-amazon.com/images/I/51prU5hcQbL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A03768442EQ5K80ORFOW4&url=%2FSony-Bravia-inches-Google-KD-65X74K%2Fdp%2FB09WN3SRC7%2Fref%3Dsr_1_118_sspa%3Fkeywords%3Dtv%26qid%3D1660812299%26sr%3D8-118-spons%26psc%3D1&qualifier=1660812299&id=6433222242917146&widgetName=sp_btf,"86,990",3840 x 2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.8 out of 5 stars,65 Inches,LED,4K HDR,1.0,Android,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",22 kg 100 g,2022.0,60 Hz,AC,Yes,Dolby Audio,India,KD-65X74K,KD-65X74K,146.3 x 8.7 x 85.2 cm; 22.1 Kilograms,"Ethernet, Composite Video, Bluetooth 5","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,20 Watts,Yes,,180 Watts,"TIFF, JPEG",X1 4K Processor,Yes,KD-65X74K,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,DVB-T,2.0,178 Degrees,3840 x 2160 pixels,240 Volts,Two channel linear,5 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Alkaline,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,,,,"AVI, MPEG",No,High Brightness,178 Degrees
27,https://images-eu.ssl-images-amazon.com/images/I/41Ct5X8apmL._SY300_SX300_QL70_ML2_.jpg,CROMA,Veira Electronics Pvt.Ltd,Croma 140 cm (55 Inches) 4K Ultra HD Smart LED TV CREL055USA024601 (Black) (2022 Model)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A00622812JTLJYZC7002G&url=%2FCroma-Inches-Ultra-Smart-CREL055USA024601%2Fdp%2FB0B17FHC54%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Dtv%26qid%3D1660812301%26sr%3D8-113-spons%26psc%3D1&qualifier=1660812301&id=3983918216806618&widgetName=sp_atf_next,"33,990",3840x2160 Pixels,HDMI,3.7 out of 5 stars,55 Inches,LED,LED,1.0,Linux,"1 LED TV, 2 Table Top Stand, 1 User Manual, 1 Remote Control, 1 Wall Mount",7 kg 300 g,2022.0,60 Hz,Corded Electric,No,2.0,India,CREL055USA024601,CREL055USA024601,123 x 27 x 77 cm; 7.3 Kilograms,"USB, HDMI, Headphone",,16:9,Yes,Wall Mount and Table Mount,20 Watts,,1.5 GB,,,,Yes,,,,2.0,178 Degrees,3840 x 2160 pixels,,,,2 AAA batteries required. (included),,Alkaline,,8 GB,5000:01,,,,,
28,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Dtv%26qid%3D1660812301%26sr%3D8-114-spons%26psc%3D1&qualifier=1660812301&id=3983918216806618&widgetName=sp_atf_next,"13,499",1366x768 Pixels,Wi-Fi,4.0 out of 5 stars,32 Inches,LED,LED,1.0,FireOS,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",3 kg 650 g,2020.0,60 Hz,AC,Yes,Surround Sound,India,AB32E10SS,AB32E10SS,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,"USB, HDMI","Dolby Audio and DTS TruSurround, WMA, MP3_audio",,,Wall Mount,,Yes,1 GB,,JPEG,Mali450 Quad core,,,,,,,1366 x 768 pixels,,Surround,,,,,,,,,,,,
29,https://images-eu.ssl-images-amazon.com/images/I/51Pu9zNUbtL._SY300_SX300_QL70_ML2_.jpg,Hisense,Hisense,Hisense 126 cm (50 inches) 4K Ultra HD Smart Certified Android LED TV 50A6GE (Black) (2021 Model) | With Dolby Vision and Atmos  ,https://amazon.in/Hisense-inches-Certified-Android-50A6GE/dp/B092ZYTN2J/ref=sr_1_115?keywords=tv&qid=1660812301&sr=8-115,"30,990",3840x2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.2 out of 5 stars,50 Inches,LED,VA,1.0,Android,"1 LED TV, 1 Remote, 1 Table Top Stand, 1 Power Cable, 2 AAA Battery, 1 User Manual, 1 Warranty Card",13 kg 700 g,2021.0,60 Hz,AC,Yes,Dolby Atmos,India,50A6GE,50A6GE,124.6 x 15.3 x 79 cm; 13.7 Kilograms,"AV Port, Ethernet, HDMI, Bluetooth 5, USB 2.0","Mp3_audio, Wma",16:09,Yes,,30 Watts,Yes,2 GB,120 Watts,"GIF, JPEG",Mali470MP,Yes,50A6GE,"Smart remote with Hotkeys for quick and easy access | Google Assistant, get more done with your voice",DVB-T2,2.0,,3840 x 2160 pixels,230 Volts,,,2 AAA batteries required. (included),,Alkaline,,16 GB,4000:1,8 Milliseconds,,No,,178 Degrees
30,https://images-eu.ssl-images-amazon.com/images/I/51Bho9B2wKL._SY300_SX300_QL70_ML2_.jpg,TCL,Tcl King Electrical Appliances Huizhou Co Ltd,TCL 81 cm (32 inches) HD READY Smart Certified Android LED TV 32S5200 ( Black)  ,https://amazon.in/TCL-inches-Certified-Android-32S5200/dp/B09H4QNTFB/ref=sr_1_116?keywords=tv&qid=1660812301&sr=8-116,"14,499",1366x768 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.3 out of 5 stars,32 Inches,LED,A+,1.0,Android,"1 LED TV, 1 Remote Controller, 1 Table Stand, 1 User Manual, 1 Warranty Card, 1 Audio Cable.1 Wall Mount",3 kg 700 g,2021.0,60 Hz,AC,Yes,Dolby MS12 |Config D,India,32S5200,32S5200,73.1 x 18 x 48.1 cm; 3.7 Kilograms,"USB, HDMI, Headphone","Mp3_audio, Wma",16:09,Yes,Table Mount,16 Watts,Yes,1 GB,50 Watts,"GIF, PNG, JPEG",Mali470x2,Yes,32S5200,Smart remote with Dedicated Hotkeys for quick and easy access | Hands free voice control,DVB-T2,3.0,,1366 x 768 pixels,230 Volts,Surround,,2 AAA batteries required. (included),,Alkaline,,,3000:1,6.5 Milliseconds,,Yes,,
31,https://images-eu.ssl-images-amazon.com/images/I/41dXXms9FfL._SX300_SY300_QL70_ML2_.jpg,Hisense,Hisense,Hisense 108 cm (43 inches) Android 11 Series Full HD Smart Certified Android LED TV 43A4G (Black)  ,https://amazon.in/Hisense-inches-Android-Certified-43A4G/dp/B09X1287CS/ref=sr_1_117?keywords=tv&qid=1660812301&sr=8-117,"23,990",1920x1080 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.4 out of 5 stars,43 Inches,LED,VA,1.0,Android,"1 LED TV, 1 Remote, 1 Table Top Stand, 1 Wall Mount Bracket, 1 Power Cable, 2 AAA Battery, 1 User Manual, 1 Warranty Card",6 kg 500 g,2022.0,60 Hz,AC,Yes,DTS Virtual X,India,43A4G,43A4G,95.5 x 55.8 x 8.7 cm; 6.5 Kilograms,"AV Port, Ethernet, HDMI, 3.5mm Audio, 802.11 ac/b/g/n","Mp3_audio, Wma",16:09,Yes,Wall Mount,20 Watts,Yes,1 GB,75 Watts,"GIF, JPEG",G31 MP2@550MHZ,Yes,43A4G,"Smart remote with Hotkeys for quick and easy access | Google Assistant, get more done with your voice",DVB-T2,2.0,178 Degrees,1920 x 1080 pixels,230 Volts,Surround,9 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Alkaline,"Official Android TV 11(R) | Built-in Assistant | RAM: 1GB | ROM 8 GB | Quad Core | Supported Apps : Netflix, Prime Video, Disney+ Hotstar etc on Official Play Store",8 GB,1200:1,8 Milliseconds,"AVI, MPEG",No,High Brightness,178 Degrees
32,https://m.media-amazon.com/images/I/41B+1sEm+eL._SX300_SY300_.jpg,Power Guard,Power Guard Industries Private Limited,Power Guard 80 cm (32 inches) Frameless HD Ready Smart Android LED TV PG32S1 (Black)  ,https://amazon.in/Power-Guard-Frameless-Android-PG32S1/dp/B0B363326K/ref=sr_1_118?keywords=tv&qid=1660812301&sr=8-118,"10,999",1366 x 768 Pixels,"Wi-Fi, USB, Ethernet, HDMI",5.0 out of 5 stars,32 Inches,LED,"IPS , A+",1.0,Android,"1 LED TV, 2 Table Stand Base, 1 Wall Mount, 1 User Manual, 1 Warranty Card, 1 Remote Control,2 AAA Battery",4 kg 730 g,2022.0,60 Hz,AC,Yes,"Turbo Sound , Clear Audio+",India,PG32S1,PG32S1,71.3 x 6.5 x 42 cm; 4.73 Kilograms,"AV Port, USB, Ethernet, HDMI, Headphone","Wma, MP3, AAC, MP2, PCM",16:09,Yes,Wall Mount,20 Watts,No,1 GB,60 Watts,"GIF, JPEG",Mali-450 GPU,No,PG32S1,"One Click Play Store,Screenshot,Youtube,Hotstar,Netflix",DVB-T,2.0,178 Degrees,,240 Volts,Surround,3 Feet,,IR,,"Super Luma| Rich Contrast |X Motion Clarity | Turbo Sound |Clear Audio+ | Supported Application : Netflix, Youtube, Prime Video, Hotstar, Sonyliv, Hungama, Jiocinema, Zee5, Eros Now , Jio Games , Jio Cinema",8 GB,4000:1,6 Milliseconds,"MPEG, DVD",,High Brightness,178 Degrees
33,https://images-eu.ssl-images-amazon.com/images/I/512qfz0MI0L._SX300_SY300_QL70_ML2_.jpg,KODAK,Kodak,Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black) (2021 Model) | With Dolby Digital Plus & DTS Tru Surround  ,https://amazon.in/Kodak-inches-55CA0909-Digital-Surround/dp/B08XXF5V6G/ref=sr_1_119?keywords=tv&qid=1660812301&sr=8-119,"34,989",3840x2160 Pixels,Wi-Fi,4.4 out of 5 stars,55 Inches,LED,A+,1.0,Android,"1 LED TV, 1 Wall Mount, 2 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",16 kg,2021.0,60 Hz,Corded Electric,Yes,Dolby Digital Plus | DTS TruSurround,,55CA0909,55CA0909,71 x 124 x 12.5 cm; 16 Kilograms,"USB, HDMI","MP3, MPEG1/2/2.5, AAC,HEAAC,ASF, Wma",16:09,Yes,Wall mount;table mount,30 Watts,Yes,1.75 GB,30 Watts,JPEG,Mali - 450,Yes,,"One Click Netfix, Amazon Prime, Youtube Video & Google Play Button Remote | Google Assistant",DVB-T2,,,3840 x 2160 pixels,,,,,,Zinc Carbon,,,500000:1,8 Milliseconds,,No,,
34,https://images-eu.ssl-images-amazon.com/images/I/41u1y-uL7QL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,Coocaa 108 cm (43 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS LED TV 43S6G Pro (Black)  ,https://amazon.in/Frameless-Certified-Android-43S6G-Pro/dp/B0B45YT3XQ/ref=sr_1_120?keywords=tv&qid=1660812301&sr=8-120,"22,999",3840x2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.0 out of 5 stars,43 Inches,LED,IPS,1.0,Android,"1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",6 kg 500 g,2022.0,60 Hz,AC,Yes,DTS Surround | Dolby Audio,India,43S6G Pro,43S6G Pro,96 x 18 x 61.1 cm; 6.5 Kilograms,,"Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Top,20 Watts,Yes,2 GB,74 Watts,"GIF, JPEG",Mali-450 GPU,Yes,43S6G Pro,One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,PAL,2.0,178 Degrees,,200 Volts,Surround,12 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Lithium Ion,"Bi-Directional BT | Remote with voice Assistant | Android OS | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube",32 GB,4000:1,8 Milliseconds,"AVI, MPEG",No,High Brightness,178 Degrees
35,https://images-eu.ssl-images-amazon.com/images/I/51Bho9B2wKL._SY300_SX300_QL70_ML2_.jpg,TCL,Tcl King Electrical Appliances Huizhou Co Ltd,TCL 109 cm (43 inches) Full HD Smart Certified Android LED TV 43S5200 ( Black)  ,https://amazon.in/TCL-43-Certified-Android-43S5200/dp/B09HMWN65J/ref=sr_1_121?keywords=tv&qid=1660812301&sr=8-121,"25,270",1920x1080 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.1 out of 5 stars,43 Inches,LED,A+,1.0,Android,"1 LED TV, 1 Remote Controller, 1 Table Stand, 1 User Manual, 1 Warranty Card, 1 Audio Cable.1 Wall Mount",6 kg 650 g,2021.0,60 Hz,AC,Yes,Dolby MS12 |Config D,China,"43"" S5200 Series","43"" S5200 Series",96.7 x 18.7 x 62 cm; 6.65 Kilograms,"USB, HDMI","Mp3_audio, Wma",16:09,Yes,Wall Mount,20 Watts,Yes,2 GB,50 Watts,"GIF, PNG, JPEG",Mali470x2,Yes,43S5200,Smart remote with Dedicated Hotkeys for quick and easy access | Hands free voice control,DVB-T2,1.0,,1920 x 1080 pixels,230 Volts,,,2 AAA batteries required. (included),,Alkaline,,,1200:1,8 Milliseconds,,Yes,,
36,https://images-eu.ssl-images-amazon.com/images/I/51FHx3A7omL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony India Private Limited,Sony Bravia 108 cm (43 inches) Full HD Smart LED TV KDL-43W6603 (Black) (2020 Model)  ,https://amazon.in/Sony-Bravia-inches-Smart-KDL-43W6603/dp/B086CGNG4T/ref=sr_1_122?keywords=tv&qid=1660812301&sr=8-122,"35,999",1920x1080 Pixels,"Wi-Fi, USB, HDMI",4.6 out of 5 stars,43 Inches,LED,LED,1.0,Linux,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries, 1 Power Cable, 1 AC Adaptor",7 kg 700 g,2020.0,60 Hz,AC,No,Open Baffle Speaker | ClearAudio+ technology | TV MusicBox,India,KDL-43W6603,KDL-43W6603,97 x 7.5 x 57.1 cm; 7.7 Kilograms,"USB, HDMI","Mp3_audio, Wma",16:9,Yes,Wall Mount & Table Mount,20 Watts,No,,,"PSD, GIF, PNG, JPEG",,Yes,Bravia,Comes with navigation keys on the remote for better functions,,2.0,178 Degrees,1920 x 1080 pixels,,,3 Feet,2 AA batteries required. (included),"IR, Bluetooth",Alkaline,Smart TV Features: Smart TV | Screen Mirroring | Netflix | Amazon Prime Video | HDR Gaming,,Standard,,"AVI, Blu-ray, MPEG, DVD, WAV, WMA",,High brightness,
